"ebeed7d8-ed10-11ed-a05b-0242ac120003","44ac0368-ecfe-11ed-a05b-0242ac120003","4c8d87bc-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","points","2023-05-05","2023-05-07","2023-05-07",9,5
"ebeedac6-ed10-11ed-a05b-0242ac120003","44ac157e-ecfe-11ed-a05b-0242ac120003","4c8d8c1c-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","periodic","2023-05-04","2023-05-07","2023-05-07",0,0
"ebeee16a-ed10-11ed-a05b-0242ac120003","44ac1268-ecfe-11ed-a05b-0242ac120003","4c8d8da2-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","periodic","2023-05-02","2023-05-07","2023-05-07",0,0
"ebeee2d2-ed10-11ed-a05b-0242ac120003","44ac0f48-ecfe-11ed-a05b-0242ac120003","4c8d92f2-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","points","2023-05-01","2023-05-07","2023-05-07",9,3
"ebeee3f4-ed10-11ed-a05b-0242ac120003","44ac18bc-ecfe-11ed-a05b-0242ac120003","4c8d946e-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","points","2023-05-01","2023-05-07","2023-05-07",6,1
"ebeee516-ed10-11ed-a05b-0242ac120003","44ac0f48-ecfe-11ed-a05b-0242ac120003","4c8d95c2-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","periodic","2023-05-01","2023-05-07","2023-05-07",0,0
"ebeee62e-ed10-11ed-a05b-0242ac120003","44ac157e-ecfe-11ed-a05b-0242ac120003","4c8d9720-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","periodic","2023-05-02","2023-05-07","2023-05-07",0,0
"ebeee750-ed10-11ed-a05b-0242ac120003","44ac140c-ecfe-11ed-a05b-0242ac120003","4c8d986a-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","points","2023-05-03","2023-05-07","2023-05-07",6,0
"ebeee8ea-ed10-11ed-a05b-0242ac120003","44ac1c22-ecfe-11ed-a05b-0242ac120003","4c8d99b4-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","periodic","2023-05-05","2023-05-07","2023-05-07",0,0
"ebeeed22-ed10-11ed-a05b-0242ac120003","44ac1268-ecfe-11ed-a05b-0242ac120003","4c8d9b26-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","points","2023-05-05","2023-05-07","2023-05-07",9,5
"ebeeee4e-ed10-11ed-a05b-0242ac120003","44ac1c22-ecfe-11ed-a05b-0242ac120003","4c8d9f0e-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","periodic","2023-05-04","2023-05-07","2023-05-07",0,0
"ebeeef70-ed10-11ed-a05b-0242ac120003","44ac1268-ecfe-11ed-a05b-0242ac120003","4c8da076-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","points","2023-05-05","2023-05-07","2023-05-07",9,0
"ebeef092-ed10-11ed-a05b-0242ac120003","44ac1c22-ecfe-11ed-a05b-0242ac120003","4c8da1d4-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","periodic","2023-05-04","2023-05-07","2023-05-07",0,0
"ebeef1be-ed10-11ed-a05b-0242ac120003","44ac1a42-ecfe-11ed-a05b-0242ac120003","4c8da346-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","points","2023-05-03","2023-05-07","2023-05-07",6,0
"ebeef2d6-ed10-11ed-a05b-0242ac120003","44ac0f48-ecfe-11ed-a05b-0242ac120003","4c8da4a4-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","periodic","2023-05-05","2023-05-07","2023-05-07",0,0
"ebeef3ee-ed10-11ed-a05b-0242ac120003","44ac1a42-ecfe-11ed-a05b-0242ac120003","4c8da5e4-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","points","2023-05-05","2023-05-07","2023-05-07",9,4
"ebeef614-ed10-11ed-a05b-0242ac120003","44ac1c22-ecfe-11ed-a05b-0242ac120003","4c8da72e-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","periodic","2023-05-04","2023-05-07","2023-05-07",0,0
"ebeef98e-ed10-11ed-a05b-0242ac120003","44ac18bc-ecfe-11ed-a05b-0242ac120003","4c8dabe8-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","points","2023-05-02","2023-05-07","2023-05-07",6,0
"ebeefaa6-ed10-11ed-a05b-0242ac120003","44ac0f48-ecfe-11ed-a05b-0242ac120003","4c8dad5a-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","periodic","2023-05-05","2023-05-07","2023-05-07",0,0
"ebeefbbe-ed10-11ed-a05b-0242ac120003","44ac140c-ecfe-11ed-a05b-0242ac120003","4c8daeae-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","points","2023-05-05","2023-05-07","2023-05-07",6,0
"ebeefd08-ed10-11ed-a05b-0242ac120003","44ac140c-ecfe-11ed-a05b-0242ac120003","4c8db03e-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","periodic","2023-05-01","2023-05-07","2023-05-07",0,0
"ebeeffb0-ed10-11ed-a05b-0242ac120003","44ac1268-ecfe-11ed-a05b-0242ac120003","4c8db17e-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","points","2023-05-05","2023-05-07","2023-05-07",9,2
"ebef0104-ed10-11ed-a05b-0242ac120003","44ac172c-ecfe-11ed-a05b-0242ac120003","4c8db2c8-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","points","2023-05-03","2023-05-07","2023-05-07",9,9
"ebef021c-ed10-11ed-a05b-0242ac120003","44ac0f48-ecfe-11ed-a05b-0242ac120003","4c8db412-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","periodic","2023-05-03","2023-05-07","2023-05-07",0,0
"ebef032a-ed10-11ed-a05b-0242ac120003","44ac157e-ecfe-11ed-a05b-0242ac120003","4c8db886-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","periodic","2023-05-05","2023-05-07","2023-05-07",0,0
"ebef0884-ed10-11ed-a05b-0242ac120003","44ac0f48-ecfe-11ed-a05b-0242ac120003","4c8db9f8-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","points","2023-05-03","2023-05-07","2023-05-07",6,1
"ebef0b4a-ed10-11ed-a05b-0242ac120003","44ac172c-ecfe-11ed-a05b-0242ac120003","4c8dbb4c-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","periodic","2023-05-05","2023-05-07","2023-05-07",0,0
"ebef0c9e-ed10-11ed-a05b-0242ac120003","44ac140c-ecfe-11ed-a05b-0242ac120003","4c8dbcb4-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","points","2023-05-04","2023-05-07","2023-05-07",9,5
"ebef0dca-ed10-11ed-a05b-0242ac120003","44ac0f48-ecfe-11ed-a05b-0242ac120003","4c8dbdf4-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","points","2023-05-02","2023-05-07","2023-05-07",9,4
"ebef0ed8-ed10-11ed-a05b-0242ac120003","44ac1c22-ecfe-11ed-a05b-0242ac120003","4c8dbf52-ed05-11ed-a05b-0242ac120003","ed799874-ed13-11ed-a05b-0242ac120003","periodic","2023-05-01","2023-05-07","2023-05-07",0,0